,TASLAM,,ENERGY SOLUTIONS LTD,,,,,,,,,,

,,,TEL: 0700074555,,,MOMBASA,,,,,,,

Item Description,,,Stock Bal.,Cost Price,,,Cost Value,,Sell Price,,Profit,Sell Value,

"ANDELI
ANDELI CONTACTOR 125A 220V",,,0,0,,,0,,3000,,3000,0,
CONTACTOR 50A 220V,,,0,0,,,0,,1900,,1900,0,
CONTACTOR 80A 220V,,,0,0,,,0,,2500,,2500,0,
"CABLES
AMOURED 1.5 2CORE ROLL",,,0,0,,,0,,0,,0,0,
COMMUNICATION CABLE ROLL,,,0,0,,,0,,0,,0,0,
COTTON (IRON) ROLL,,,0,0,,,0,,3900,,3900,0,
LABOUR CHARGE,,,0,0,,,0,,0,,0,0,
RG6 ASTEL CABLE ROLL,,,0,0,,,0,,0,,0,0,
SPEAKER TWIN CABLE ROLL,,,0,0,,,0,,1300,,1300,0,
"CARL AND GILBERTS
C$G DOUBLE POLE 100AMPS",,,29,284,,,8236,,850,,566,24650,
C$G DOUBLE POLE 63AMPS,,,38,312.5,,,11875,,850,,537.5,32300,
C$G MCB,,,161,247.02,,,39769.92,,350,,102.98,56350,
C&G,,,0,0,,,0,,0,,0,0,
C&G DP SWITCH 20A,,,28,230,,,6440,,350,,120,9800,
C&G 13 AMPS SOCKET USB+TYPE C,,,6,450,,,2700,,650,,200,3900,
C&G 13AMP SOCKET,,,211,135,,,28485,,200,,65,42200,
C&G 13AMP SOCKET WITH NEON,,,0,0,,,0,,300,,300,0,
C&G 13AMP USB SOCKET,,,0,0,,,0,,600,,600,0,
C&G 13AMPS TWIN SOCKET,,,104,279.34,,,29051.11,,350,,70.66,36400,
C&G 13AMPS TWIN SOCKET WITH,,,0,0,,,0,,400,,400,0,
C&G 13AMPS USB TWIN SOCKET,,,0,0,,,0,,1000,,1000,0,
C&G 15 AMPS SOCKETS,,,14,198.49,,,2778.87,,250,,51.51,3500,
C&G 1G2W,,,3,89.71,,,269.14,,100,,10.29,300,
C&G 2G2W,,,36,128.59,,,4629.34,,200,,71.41,7200,
C&G 2WAY MAINSWITCH,,,7,871.43,,,6100,,1400,,528.57,9800,
C&G 3G2W,,,61,163.64,,,9981.82,,250,,86.36,15250,
C&G 4G2W SWITCH,,,26,230,,,5980,,350,,120,9100,
C&G 5G2W SWITCH,,,10,0,,,0,,500,,500,5000,
C&G BELL PUSH,,,6,148.42,,,890.53,,250,,101.58,1500,
C&G COOKER,,,2,570,,,1140,,800,,230,1600,
C&G DP SWITCH 45A,,,22,344.44,,,7577.78,,500,,155.56,11000,
C&G INTERMIDIATE SWITCH,,,0,0,,,0,,350,,350,0,
C&G MAINSWITCH 10WAY,,,0,0,,,0,,3200,,3200,0,
C&G MAINSWITCH 12WAY,,,1,2800,,,2800,,3500,,700,3500,
C&G MAINSWITCH 4WAY,,,7,0,,,0,,2000,,2000,14000,
C&G MAINSWITCH 6WAY,,,0,1550,,,0,,2500,,950,0,
C&G MAINSWITCH 8WAY,,,1,2400,,,2400,,0,,-2400,0,
C&G MOTION BULKHEAD 15W,,,4,750,,,3000,,1050,,300,4200,
C&G MOTION BULKHEAD 20W,,,10,660,,,6600,,1300,,640,13000,
C&G MULTIPLUG USB + TYPE C,,,2,300,,,600,,550,,250,1100,
C&G MULTIPLUG WITH NEON,,,4,180,,,720,,0,,-180,0,
C&G TV SOCKET,,,0,0,,,0,,250,,250,0,
CABLE TIES 4.8*250,,,3,180,,,540,,250,,70,750,
CABLE TIES 4.8*300 PKT,,,26,163.89,,,4261.11,,250,,86.11,4500,

Item Description,Stock Bal.,Cost Price,Cost Value,Sell Price,Profit,Sell Value,
CABLE TIES 7.6*400 PKT,3,400,1200,650,250,1950,
COSLEC 13A SOCKET SINGLE,0,0,0,200,200,0,
COSLEC 13A T/SOCKET,0,0,0,300,300,0,
COSLEC 15A SOCKET,0,0,0,300,300,0,
COSLEC 1G SWITCH,0,0,0,100,100,0,
COSLEC 2G SWITCH,0,0,0,150,150,0,
COSLEC 3G SWITCH,0,0,0,200,200,0,
COSLEC 4G SWITCH,0,0,0,300,300,0,
COSLEC COOKER SWITCH,0,0,0,700,700,0,
COSLEC DP SWITCH,0,0,0,300,300,0,
COSLEC INTERMEDIATE,0,0,0,300,300,0,
COSLEC MCBS,0,0,0,300,300,0,
COSLIK 13A TWIN SOCKET,25,196.13,4903.25,0,-196.13,0,
COSLIK 15A SINGLE SOCKET,30,100,3000,0,-100,0,
COSLIK CEILING ROSE BASE,42,60,2520,100,40,4200,
COSLIK CHANGEOVER 40A,5,0,0,0,0,0,
COSLIK13A SINGLE SOCKET,50,101.61,5080.5,0,-101.61,0,
DIGITAL METER READER,0,0,0,1200,1200,0,
GATELIGHT 1018 S WH,2,800,1600,0,-800,0,
GATELIGHT 1020 S,2,700,1400,0,-700,0,
GATELIGHT 1021 S,2,900,1800,0,-900,0,
MCCBS 100A/150 MERLIN GERLIN,0,0,0,7500,7500,0,
ROTARY WARNING LIGHT,8,0,0,2500,2500,20000,
SIREN AC/DC,0,0,0,0,0,0,
"CCTV FITTINGS & EQUIPMENTS
AC POWER CABLE 3PIN",0,0,0,0,0,0,
CAMERA-BULLET,0,0,0,0,0,0,
CAMERA-DOOM,0,0,0,0,0,0,
CAT6 OUTDOOR CABLE,0,0,0,0,0,0,
CONNECTORS CCTV,0,0,0,1000,1000,0,
DVR 8 CH,0,0,0,0,0,0,
HARDISK,0,0,0,0,0,0,
HDMI CABLE 10MTS,0,0,0,0,0,0,
HDMI CABLE 2MTS,0,0,0,0,0,0,
HDMI CABLE 5MTS,0,0,0,0,0,0,
POWER SUPPLY,0,0,0,0,0,0,
"CHINT
4 POLE MCBS",0,0,0,4000,4000,0,
CHINT 13A SOCKET,0,0,0,200,200,0,
CHINT 13A TWIN SOCKET,0,0,0,400,400,0,
CHINT 15A SOCKET,0,0,0,350,350,0,
